numStars,NumAuthors,NumBlobs,LatestCommitDate,projectID,EarlistCommitDate,rootFork,communitySize,NumCommits,NumFiles
2136,670,27099,1600066296,18-1-SKKU-OSS_billboard.js,1368027085,c3js_c3,1718,8184,6681
184,278,10811,1599718738,18037321086_kafka-connect-hdfs,1432148075,confluentinc_kafka-connect-hdfs,412,5914,903
1035,449,18438,1599588751,18285160741_testng,1154031023,cbeust_testng,866,9141,8862
820,463,69998,1599698173,18928308801_bitcoin-wallet,1299574237,bitcoin-wallet_bitcoin-wallet,1848,14028,17900
998,312,13554,1595923582,1930s_Payum,1350913909,Payum_Payum,523,8484,3607
1708,1337,321336,1598952796,1930s_ghc,821132892,ghc_ghc,813,129818,76297
124,129,68008,1596333053,1974kpkpkp_Open-Transactions,1279688812,Open-Transactions_Open-Transactions,375,9532,10088
703,897,45613,1599316841,1Rogue_Essentials,1300573427,essentials_Essentials,1801,34026,5991
1174,335,1080595,1596635688,1gravity_Lightning-Browser,1360984688,anthonycr_Lightning-Browser,877,13532,520978
713,362,98691,1599263648,1iget_apps-android-wikipedia,1382711494,wikimedia_apps-android-wikipedia,372,119111,17000
2909,302,25354,1599107567,1iget_nodegit,123456789,nodegit_nodegit,604,5602,15735
391,81,10242,1598641136,1j01_webamp,1415069507,captbaritone_webamp,466,5087,4248
,7026,30631,1599975579,1krisortiz1_sinatra-mvc-lab-v-000,1447190507,learn-co-students_sinatra-mvc-lab-v-000,3067,25658,16592
27,451,4274,1537841113,1plays2_android_device_samsung_msm8960-common,1340342010,CyanogenMod_android_device_samsung_msm8960-common,310,11131,1825
38,81,312110,1598941633,2021rkim_ion,1370126953,tjcsl_ion,40,10462,5886
470,3138,345675,1599876086,22-Team_gtk,852167228,GNOME_gtk,1317,181928,28563
479,684,12558,1599731493,2274255_docker-airflow,1433928348,puckel_docker-airflow,1101,5367,8436
,264,7827,1599701930,22a_ember-template-lint-next-line,1438027116,,205,5492,863
929,176,25478,1452698788,24601_shark,1308166038,amplab_shark,544,6241,55533
234,84,35222,1586808542,2510_xtreemfs,1228476994,xtreemfs_xtreemfs,64,6544,13849
917,153,10507,1598855661,2d0g_alerta,1332858460,guardian_alerta,221,6081,4312
123,258,52383,1597846274,2shortplanks_Moose,1141495736,moose_Moose,113,11738,2598
476,426,143624,1599726248,2sic_Dnn.Platform,1376434688,dnnsoftware_Dnn.Platform,605,28127,53610
389,101,132451,1599125305,360CodeSafe_virtuoso-opensource,1144764258,openlink_virtuoso-opensource,180,15755,18706
403,531,16047,1560114587,39_OpenVBX,1276605773,twilio_OpenVBX,1116,8816,9322
6177,181,70127,1578329433,3D4Medical_WinObjC,1438808621,Microsoft_WinObjC,886,7851,36984
520,76,16376,1599290298,3DSinghVFX_animation_nodes,1411816729,JacquesLucke_animation_nodes,191,6987,2587
10,383,119714,1594927270,3asm_jdk8u-dev-jdk,1196467200,frohoff_jdk8u-dev-jdk,198,52661,46157
371,141,43573,1514835020,3developer_GLGE,1229809263,supereggbert_GLGE,170,16315,9083
490,586,72374,1599821302,3dimaging_deep-review,1470159716,greenelab_deep-review,511,27091,78794
20,232,15401,1598905817,3for_ethereumjs-vm,1433541100,ethereumjs_ethereumjs-vm,603,6425,7311
1648,3879,1993018,1600142477,3n16m4_CMake,757789980,Kitware_CMake,4027,548528,503185
,449,29066,1599722506,3runrunrun_web.cm,1402936802,,557,6281,22741
,1456,128333,1599238216,49V_schoodle,1468384870,,941,48774,41452
330,103,30421,1598885321,4a412001_daggerfall-unity,1420579116,Interkarma_daggerfall-unity,100,9368,10857
1154,402,196014,1599627368,4lDO2_gfx,1382661393,gfx-rs_gfx,399,8918,64299
399,124,46802,1597767291,5-digits_openbazaar-go,1460134515,OpenBazaar_openbazaar-go,238,8135,35366
1012,331,48504,1599807325,542928492_jacoco,1244408565,jacoco_jacoco,598,8031,14165
329,197,62538,1600242521,64octets_superdesk,1323969941,superdesk_superdesk,332,52213,42784
,71,16873,1584565974,6DB_OSVR-Core,1413580233,,129,5948,12595
,69,20550,1597955964,7system7_browser-logos,1352309985,,396,5062,7306
,7418,20944,1599788788,81Jeremiah_join-the-fun-rails-v-000,1392237034,learn-co-students_join-the-fun-rails-v-000,2639,12581,46446
,4698,12483,1599806007,81Jeremiah_react-props-and-state-lab-v-000,1470091136,learn-co-students_react-props-and-state-lab-v-000,2136,8202,796
56,112,12765,1599166084,9606_sysrepo,1449664043,sysrepo_sysrepo,90,6083,984
2668,498,34946,1595700021,9nix00_sproutcore,1206691963,sproutcore_sproutcore,512,23107,7085
160,225,86819,1599512997,A2152225_ServUO,1382887886,ServUO_ServUO,329,10812,70016
,5294,3757,1599996939,A7madXatab_react-forms-re-coded-erbil-2018,1470343149,learn-co-students_react-forms-re-coded-erbil-2018,1789,6995,164
,147,12001,1599798330,AARNET_activity,1377704208,,60,5396,796
,135,3481,1598468319,ABC-KANG_abc_frameworks_compile_mclinker,1328547139,,238,12757,933
144,150,38511,1598890926,ABearCat_OpenClinica,1261672235,OpenClinica_OpenClinica,206,15145,15318
,182,1188,1594169376,ADVAN-ELAA-34207421_external_android-clat,1306867768,,115,15539,259
47,125,27525,1595728732,AHABus_dl-fldigi,1173726020,jamescoxon_dl-fldigi,64,7056,3287
1,229,6294,1537210495,AICP_device_samsung_i9500,1345576687,,231,9197,1580
2,510,5783,1559800829,AICSPxKruger_device_samsung_crespo,1282071830,AOKP_device_samsung_crespo,313,11826,1527
357,167,61690,1598760099,AIMS-South-Africa_calamares,1401825787,calamares_calamares,165,11339,2719
111,989,40400,1599684938,AQUACOMPANY_omnibus-gitlab,1385032002,gitlabhq_omnibus-gitlab,979,37951,6078
298,157,120964,1598965531,ASchurman_Dissent,1262725195,dedis_Dissent,161,8077,7924
38,108,114799,1599336656,AaronGullickson_mekhq,1247245886,MegaMek_mekhq,56,9724,132817
2,92,14068,1568681401,Abubakar63_mno-enterprise,1424842531,maestrano_mno-enterprise,85,6558,4050
191,77,16743,1599168365,AccesoDenira_pychess,1154685714,pychess_pychess,123,21657,1938
46,2173,1453650,1599797154,Acidburn0zzz_eclipse.platform.ui,988825793,eclipse_eclipse.platform.ui,771,1230044,685938
296,303,70280,1599565806,Acidburn0zzz_sonar-java,1346776802,SonarSource_sonar-java,370,15321,15007
179,246,103179,1599161958,Acoyatl_Server,1360731782,EQEmu_Server,284,19812,89820
102,668,41486,1578047079,AdaWick_MEEG467-duckiebot,1447706237,duckietown_Software,399,17396,44774
212,106,318990,1598517195,AdamRobertsEF_Gaffer,1450097204,gchq_Gaffer,312,10342,18648
903,123,35054,1598386998,AdamsLair_duality,1304427925,,290,6568,13186
6,77,15757,1598527867,Adarsh404_core,1455171207,RLOpenCatalyst_core,39,6412,7651
82,164,47555,1599629669,AdityaTD_klasa,1416071108,dirigeants_klasa,88,10245,5566
28,143,12995,1599656008,AdrianGuo_mynewt-nimble,1444265717,apache_mynewt-nimble,87,7706,1273
91,225,75056,1598828316,Aerospacexx_flightgear,863797873,FlightGear_flightgear,351,30455,10200
7,137,79175,1598904679,AgoinsUSGS_ISIS3,1276037385,USGS-Astrogeology_isis3,65,15891,51189
135,239,311689,1598892216,Ahmedelsobky_fenixedu-academic,1045249952,FenixEdu_fenixedu-academic,212,47847,66873
166,124,34149,1593392221,AhrenLi_vvvv-sdk,1134608722,vvvv_vvvv-sdk,214,10237,15333
994,95,15422,1600107629,Aidosmf_vue-design-system,1435358924,viljamis_vue-design-system,169,5651,6651
381,572,88889,2541957059,Aj0Ay_nfs-ganesha,1177095369,nfs-ganesha_nfs-ganesha,637,40716,15171
4178,310,46167,1599922525,AjitPS_mathjs,1360957561,josdejong_mathjs,824,7700,5079
171,110,448144,1598411187,Ajunboys_vtk-js,1461884848,Kitware_vtk-js,104,5792,5526
464,82,5663,1599820820,Akababa_python-chess,1349194258,niklasf_python-chess,208,5343,514
147,122,8023,1598467128,Akram9_PlasmaPy,1448390184,PlasmaPy_PlasmaPy,112,5426,1022
362,127,16772,1600078834,AlaaZidan_privacyidea,1401807183,privacyidea_privacyidea,150,6655,1871
15,136,10793,1599014900,AlanJager_zstack-utility,1428183520,zstackio_zstack-utility,86,11365,1041
16,178,57172,1599170581,AlecGrover_sst-core,1235598533,sstsimulator_sst-core,83,29611,18278
45,74,10681,1598446161,Alex-Beng_tnoodle,1273900283,thewca_tnoodle,139,5620,3820
1218,996,8717,1572161144,AlexBrasileiro_be-mean-instagram,1439985892,Webschool-io_be-mean-instagram,1274,7649,9710
78,188,178080,1598977462,AlexGedeon_dcache,1193936047,dCache_dcache,109,35858,37762
243,53,16593,1599871417,AlexxNica_ichnaea,1366206008,mozilla_ichnaea,96,5825,1665
130,55,5151,1599455566,AlexxNica_qubesos.github.io,1424706524,QubesOS_qubesos.github.io,51,7841,3950
,2411,22830,1595482703,Almighty-Mose_css-manifests-lab-v-000,1453247111,learn-co-students_css-manifests-lab-v-000,3067,18361,26717
44,90,59205,1598520669,Anastien_ngspice,956865837,imr_ngspice,61,22091,16125
26,233,180571,1599563713,AndersDala_xtext-core,1210348658,eclipse_xtext-core,252,38236,69197
65,253,79263,1599813366,Andre9642_liblouis,1200446089,liblouis_liblouis,232,22458,54551
179,195,25706,1599659060,AndreaGiardini_dependabot-core,1443786660,dependabot_dependabot-core,89,12116,7640
77,183,26881,1598967631,AndrewLitteken_cctools,1244130596,cooperative-computing-lab_cctools,89,17260,5642
847,126,26015,1571046848,AnilKumarGarlapati_amber,1300104577,amber-smalltalk_amber,191,7797,7018
,107,94380,1550515485,AnthonyCC_sf-temp-ui,1198006090,,1,19476,30836
91,56,36355,1499046062,AokiTakumi_hatohol,1356500501,project-hatohol_hatohol,48,23075,2013
36,212,99560,1598531263,ArpitKubadia_casacore,856400849,casacore_casacore,72,66557,24288
,61,46468,1514395443,ArthurLehdermann_freedom-erp,1107880261,,84,115730,370637
562,1398,152668,1599796521,AsherBond_hg-git,1115154970,schacon_hg-git,127,66832,18171
,168,75693,1575595261,Assimilator_open-lmis,1349956934,,77,17803,16408
21,74,16543,1599600088,Athas_EggsML,1133481886,,10,15397,2282
199,73,77490,1599001332,Auios_fbc,1102203757,freebasic_fbc,76,11128,37599
185,94,66675,1503505922,Austror_pcbsd,1365539966,pcbsd_pcbsd,87,9109,25540
185,188,41645,1598969613,Aviterbo_YoastSEO.js,1427118616,Yoast_YoastSEO.js,99,19343,7216
5,84,8695,1598597199,BD2KGenomics_brca-exchange,1409269021,,45,6183,2703
5,216,21296,1599672814,BLSQ_dhis2-docs,1253219049,dhis2_dhis2-docs,48,7679,95313
130,85,21072,1599829463,BacLuc_hitobito,1343125310,hitobito_hitobito,54,7593,3639
,305,50500,1599271291,Bakie_KunstmaanBundlesCMS,1322139804,,207,19739,21993
147,74,29598,1599049987,BeermotorWB_wrye-bash,1257081854,wrye-bash_wrye-bash,65,19703,3564
171,129,13921,1593361523,BenDol_playn,1295478038,threerings_playn,157,6534,4448
1,348,628476,1468336560,Bluerise_openbsd,814005421,,3,172984,119469
399,274,71890,1599743155,Bplotka_cortex,1466590479,weaveworks_cortex,160,13033,34659
,79,80780,1437941780,BradJonesLLC_Zurmo,1311297948,,1,15451,10772
,128,133270,1419510687,CCJY_ACE,845934094,,36,28923,34989
334,168,11767,1599006955,Calcor_librsync,951800296,librsync_librsync,134,8399,11213
,63,1007238,1568395353,CalvinFernandez_testgit,1427904604,,1,1007240,4
,217,32928,1579943768,Cbrdiv_Optware,1093949218,,54,88826,12442
100,70,11594,1598580881,CommanderC22_FanFicFare,1260890628,JimmXinu_FanFicFare,55,7077,1039
97,97,24771,1594708894,ConfidantCommunications_fof,1321188927,akeeba_fof,98,5143,14177
,346,4242,1429178355,Cousjava_glassfish-docs,1112652069,,1,74061,2868
,467,9827,1587460095,CrBoy_csiewiki-wikidata,1346944704,,2,9705,2075
134,112,74876,1592485917,Crixalis2013_JikesRVM,1001796196,JikesRVM_JikesRVM,63,36660,13469
16,53,34398,1599225504,DOAJ_doaj,1341097515,,64,14026,18444
20,98,20361,1599766333,DarkTsuki_tripal,1260800535,tripal_tripal,39,6967,13230
,622,44307,1600164435,DeepChoudhuri_Atomic-Simulation-Environment,1193301667,,411,25387,28655
1,1913,864408,1599429459,Dev-Linux_kde-workspace,860942564,walac_kde-workspace,371,338163,127853
,204,50595,1491504546,EchoLiao_hedgewars,1124657884,,7,20252,11270
,87,9463,1382787787,Elmiria_rus-npc-eA,1099610344,,1,29651,2746
17,118,12639,1484539768,Enroban_ovirt-node,1192796960,oVirt_ovirt-node,59,6580,2900
,72,21120,1594588232,Eothred_app.scan1d,1287686684,openxal_app.scan1d,51,6365,15432
38,68,63355,1599002177,Erreu_Freeside,890639162,freeside_Freeside,39,25122,14155
9,54,27173,1598979221,Exygy_sf-dahlia-web,1443475175,,19,8711,18393
22,187,125535,1579053521,Faqo_ACS,790854715,ACS-Community_ACS,38,41119,73668
,71,152657,1595888968,Fundacio-i2CAT_rina-irati-stack,1360149050,,46,11991,119443
50,58,40928,1598633259,GODBS_3drepo.io,1409563916,3drepo_3drepo.io,30,15220,4951
,239,35435,1599326874,GPCN_commons,1279642389,,47,7638,12997
86,197,9846,1593280905,Gheorghita_training-guides,1384889558,openstack_training-guides,82,7268,4993
,51,17133,1594555941,GreyWolfSC_UNEO,1239380378,,8,9136,10976
14,204,13310,1598000069,Gzure_neutron,1379699499,opendaylight_neutron,16,22465,2479
,51,41644,1587650153,HeWenhui_LeanbackTV,1451578941,,1,8874,22069
,77,13082,1599739548,ICLDisco_pmix,1401032540,openpmix_openpmix,68,5698,1606
156,87,10491,1481509188,Iryna-Skakun-owo_ares-project,1335553458,enyojs_ares-project,60,6331,6232
53,77,123919,1599070273,JZL_ugene,1299819982,ugeneunipro_ugene,27,15433,11469
2,54,6864,1597842194,Jawae_mrTools,1169134652,justingardner_mrTools,19,6998,5691
12,285,238628,1598607801,JogeshN_jbosstools-base,1102599498,jbosstools_jbosstools-base,313,113094,1233702
9,867,508122,1599388803,KDE_kdepim,863196961,,120,347453,77909
,156,4935,1599364523,KDE_ktimetracker,867690691,,5,5090,604
,165,21885,1598362497,Kast0rTr0y_ao,1178341068,,26,6826,5831
6,339,18422,1599674044,Kryndex_depthcharge,1204258224,coreboot_depthcharge,21,8484,5324
39,79,47728,1599787799,LLNL_geopm,1431971601,geopm_geopm,33,74487,9299
,52,28396,1534323245,LawnGnome_phpdoc-ru,1006381827,,1,5315,7949
,76,315,1594169518,MIPS_external-hamcrest,1330023119,,74,11876,286
,108,15767,1600152006,MiLk_portail,1305119960,simde-utc_portail-old,46,5061,6274
23,55,31589,1568818030,MoAF_biodiv,1322572429,strandls_biodiv,23,7177,10193
25,2048,67248,1571833138,Nyks45_Veno-M,1000710000,CyanogenMod_android_kernel_asus_moorefield,155,31993,52068
,346,11351,1599624850,Sami-5_team1,1428466052,,89,5335,2461
,91,45035,1597409538,Simune-Team_siesta,1101327840,,30,6286,17885
,1987,56499,1530323275,Srijith2001_Trueno_ham,1000710000,,5,7593,47470
,79,38184,1456008906,ZSIT_Zuha,1270162061,,46,13455,70863
,168,559,1587048305,Zimbra_zm-aspell,1124239064,,2,11448,122
,183,12671,1593169707,ahnitz_pycbc-pylal,1114399973,gwastro_pycbc-pylal,15,10235,788
,96,9726,1598444579,alxy_showcar-ui,1446641572,andreaswittig_showcar-ui,27,6050,2214
7,93,26297,1599594265,andes_app,1473133537,,5,11579,3014
1,67,2428,1303565935,andrewvieyra_torstatus,1025131549,KenanSulayman_torstatus,2,24770,12450
,137,22261,1301276192,anongit.kde.org_scratch_ianmonroe_kstars,1003071780,,1,5383,3570
,57,7753,1416390941,askhl_ase,1193301667,,2,11238,18508
,121,19210,1563153600,aurn_oryx-editor,1193314632,,58,27914,283949
4,56,24922,1312024767,bajah_groovy,1062096519,chanwit_groovy,12,9489,6462
,52,786,1535153007,beorgler_scriptlet,935071760,xp-framework_scriptlet,4,18718,209
,70,33612,1425613713,bitbucket.org_annerong_ios-osx-common,1285292997,,2,9225,19937
,223,27769,1584013044,bitbucket.org_atlassian_atlassian-streams,1213746294,,5,5433,7339
,61,32474,1540406609,bitbucket.org_connered300_universa,1397589171,,1,12785,7070
,212,19436,1598617035,bitbucket.org_m2m_c8y-docs,1386338598,,4,9423,13899
,60,50740,1564305428,bitbucket.org_rtoy_xemacs-beta,987099901,,1,7131,5422
,106,24671,1599564022,br3t_Accelerated-Mobile-Pages,1454873846,ahmedkaludi_accelerated-mobile-pages,76,12282,3989
,197,161906,1328845441,bymerej_mwphb,1050361840,,2,39986,6469
,74,36225,1448043392,catfi_supercell,1268283693,,10,14314,12763
57,54,47099,1598871128,cfr_qfusion,1371155309,Qfusion_qfusion,71,14297,21328
,106,18349,1598299023,chrisguindon_community,1133382552,eclipse_community,2,17319,8567
,72,30393,1397732378,codehaus_sonar-plugins,1234475934,,1,12397,56085
2,339,109265,1594629564,codemonkey800_dotfiles,1351896081,,2,43505,24380
,102,28918,1598901985,dimagi_javarosa,1167609600,,22,15723,9818
,89,39437,1598252758,eclipse_datatools.nl,1123023392,,49,9215,18474
15,68,11101,1596057781,eest_ldns,1102413312,NLnetLabs_ldns,35,5479,1052
,186,133735,1474357168,elvaigh_ASF,1341484892,zhengwang721_ASF,4,17366,54450
31,142,11473,1599585251,f41c0r_UIUCTF,1377548846,picoCTF_picoCTF-Platform-1,187,7446,4206
,119,99646,1507937877,fermi-lat_GlastRelease-scons,945728862,,4,55216,13857
52,71,32380,1592215887,fmor_WAPT,1334590551,tranquilit_WAPT,15,12773,11205
16,84,17785,1528853367,gbaty_openalea,1131367720,openalea_openalea,25,14003,8238
,164,12740,1497865938,gfriloux_ecore,972038901,,1,5517,842
,414,6938,1583919392,git.kernel.org_pub_scm/public-inbox/systeme.lip6.fr/cocci/0,1348302555,,2,6938,1
,58,12262,1593462631,hazzik_nashorn,1196467200,,8,7167,4347
,111,130341,1462961363,hispin_dhis-core-2.20,1236098796,,2,58899,38770
86,462,24913,1556035200,hlshao_tw-law-corpus,101577600,victorhsieh_tw-law-corpus,3,69207,6030
,96,51540,1592739320,impulze_paludis,1137457663,,18,8869,79526
,1457,384326,1408751042,ivko_chromium-src-chrome-browser,1261182535,dreamsxin_chromium-src-chrome-browser,26,78299,30118
5,141,126717,1499436624,jsonn_xsrc,858406100,,4,10542,67046
1,254,30933,1558455679,julhin_models,1059052963,cocome-community-case-study_models,19,40248,45407
4,75,13406,1599031715,kacf_useradm,1448464178,mendersoftware_useradm,109,6097,9280
,117,54039,1439739068,kayws426_embox,1268493506,,3,38205,361049
,119,37296,1598811501,kekss_core,1313063411,,85,5981,14395
,84,33395,1434724762,krafczyk_AMS,845672294,,1,10088,3175
,80,23652,1909883154,krik16_privateService,978321021,,1,12145,6404
35,178,61152,1593462624,leezg_OpenJML,1196467200,OpenJML_OpenJML,38,24252,54328
,64,20275,1599774234,live-clones_docutils,1017116278,,1,8080,8484
,56,17626,1598007193,lordmallam_aether,1438178569,eHealthAfrica_aether,8,6612,4978
,90,123231,1566534614,love320_terracotta,1164674807,,2,52158,4586854
5,184,11728,1599577062,m-green_finder-frontend,1390487513,alphagov_finder-frontend,7,7554,1204
,60,22204,1599512719,mbmcavoy_rcp-mod,1218922615,,60,8162,9472
,86,216968,1598433454,mclay_cdo,1143888145,,23,16578,33289
1,289,16061,1598305089,mtholder_phylesystem-1,1398819919,OpenTreeOfLife_phylesystem-1,3,11209,4840
36,54,51906,1599746345,naman_gsa,1253652486,greenbone_gsa,29,20418,5981
,54,13187,1536568014,niedfelj_E-Commerce,1403293735,,17,11284,839
,147,23661,1499606456,njues_kallithea,1266494517,,11,21311,6302
12,115,10745,1598538380,nunoluciano_x-dash,1433851020,Financial-Times_x-dash,22,5289,3696
,106,16197,1583492610,ooyala_ios-skin,1429221227,,13,5264,10454
43,64,77397,1599737967,perbu_libhermit,1431159116,hermitcore_libhermit,55,9507,131685
191,439,20850,1598903716,prasx_shop,1355687222,elementary_appcenter,58,7204,1200
,306,36559,1478755967,project-draco-hr_openmrs-core,1146582137,,1,9734,69963
3,204,2441,1595831907,puyonexus_mediawiki-extensions-SpamBlacklist,1102759146,wikimedia_mediawiki-extensions-SpamBlacklist,3,5909,1082
63,53,29833,1580554225,qyqx_falcon,1011611037,falconpl_falcon,10,5343,10267
17,69,17863,1599615195,rei_rei-cedar,1440641752,,15,5866,4903
,770,26441,1511810201,roblabla_rust-libstd,1323132397,,1,11302,796
,129,34241,1598125018,saj_moin-1.9,1127401790,,16,43830,9629
56,64,16533,1597308600,sgml_refocus,1469829167,salesforce_refocus,33,8261,3499
,203,31864,1599204381,sherah_prototypes,1249680670,,12,63436,8546
,84,29688,1592297421,shinok01_chili,1214317098,ayalamanchili_chili,8,20503,6507
,116,25711,1439804533,sjakal_TYPO3.Neos,1202401525,,25,6433,14822
36,53,18540,1598620701,spmp_UltraGrid,1194515338,CESNET_UltraGrid,20,6159,4495
17,100,65428,1599134794,taggar_dim,1401876370,oxygenxml_dim,46,12723,12126
,198,14074,1553834530,tied_b,1194408153,,13,6487,2509
,109,11643,1595258151,timeu_browbeat,1443014922,cloud-bulldozer_browbeat,39,8606,4234
,61,101132,1405597633,tjhei_deal.II,880376558,,4,27882,65365
69,152,36517,1599228616,uhml_winscp,1058398155,winscp_winscp,57,6408,8620
,82,130744,1599117580,vegastrike_Tools,981412356,,20,73887,195323
,148,102238,1350996812,vg_csrg,313171094,,25,69979,12600
9,92,51414,1598912038,vv20_MMT,1297201841,UniFormal_MMT,12,10613,21226
159,57,34486,1599654256,w77_mandelbulber2,1394731417,buddhi1980_mandelbulber2,55,6310,4431
48,57,14075,1588088507,w9_htmlwidgetsgallery,1436563375,hafen_htmlwidgetsgallery,49,13985,206
4,76,11521,1598621999,wictus_j-pet-framework,1373364662,JPETTomography_j-pet-framework,40,8863,3207
,185,3438,1599240436,wikimedia_Equivset,1158663400,,6,7503,1458
11,95,60794,1599579387,xp3i4_flecsi,1441236234,laristra_flecsi,35,9470,13078
40,66,59564,1538852804,xzy3_gridengine,995435260,gridengine_gridengine,28,10221,8128
,285,183682,1441597656,yasuoka_openbsd-uefi,814006177,,1,66559,14774
,184,31285,1512748169,ybaddi_ns-3-dev-dnemu,1156164830,thehajime_ns-3-dev-dnemu,2,7767,6070
19,69,28017,1597303080,ytn86_omni-compiler,1277647566,omni-compiler_omni-compiler,10,6976,11184
4,107,48807,1280135756,yuvi_ffmpeg,977270567,,3,25295,2562
,82,46225,1314111313,z2z_knowledgetree,1039014686,,16,23213,13551
2,69,13344,1566824271,zba_dtc,1068225780,,8,5885,3289
,109,30995,1581782895,zogzog_cubicweb,1225896770,,1,12864,3730
279,481,5663,1598880675,0-T-0_PyMySQL,1245170295,petehunt_PyMySQL,1408,5438,577
32264,2176,530273,1600029255,0-T-0_TypeScript,1373832674,Microsoft_TypeScript,7029,76275,177136
6673,1620,106633,1600278134,0-T-0_radare2,1218644638,radare_radare2,1973,57194,12641
2887,313,75151,1599700174,0-wiz-0_s2n,1403897879,awslabs_s2n,426,8225,132297
42664,1944,131670,1599841644,0000QI_Font-Awesome,1329488846,FortAwesome_Font-Awesome,14638,11761,63000
6878,457,20893,1599021426,0000marcosg_johnny-five,1231537028,rwaldron_johnny-five,2207,6703,4071
21158,5629,1126716,4294967295,000vince000_git,305125200,git_git,17903,973029,386661
16765,3046,448465,1600056587,0014593_php-src,923508610,php_php-src,6673,341478,62837
,676,254122,1595180973,007alibabas_nupic,1318109689,,2113,39812,115485
1680,824,25842,1599223881,007gzs_http-parser,1240659196,nodejs_http-parser,2573,12977,5563
25032,1586,63198,1600240685,007lei_okhttp,1306300681,square_okhttp,8836,35517,12601
10139,537,51300,1599367429,00ERNEST00_druid,1305077615,alibaba_druid,6343,8411,7279
7157,1426,1592246,1599786644,00SaadChaudhry_jshint,1289603420,jshint_jshint,14878,127417,547012
880,470,51671,1593433238,00dav00_mapa.desastre.ec,1219858713,ushahidi_Ushahidi_Web,877,11182,44226
2990,1748,373218,1599811735,00fq00_erpnext,1307523258,frappe_erpnext,4143,136600,126809
,2655,108923,1599679915,00jy116_dubbo,1319123069,apache_dubbo,18483,29406,34416
4786,1040,152280,1599687390,00zhengfu00_dropwizard,1295374323,dropwizard_dropwizard,3484,16969,154264
5,9334,47884,1599947880,0118ayush_js-basics-online-shopping-lab-bootcamp-prep-000,1452107665,learn-co-students_js-basics-online-shopping-lab-bootcamp-prep-000,8536,52669,6299
,12786,26433,1599986787,0118ayush_oxford-comma-london-web-career-040119,1408378337,learn-co-students_oxford-comma-london-web-career-040119,4992,52861,102
116,4413,19261,1597828463,014248120_training-day,1334682185,iloveponies_training-day,12141,31589,808
,819,39220,1599304444,01deEng1ish_control-repo,1421196126,,895,26441,18021
55,878,55812,1599756986,01user_vert.x,1308322559,eclipse-vertx_vert.x,1794,14888,14908
803,662,32215,1599264915,01viniciusmelo_sphinx_rtd_theme,1382029850,rtfd_sphinx_rtd_theme,1410,9286,21733
1,6865,29049,1599257545,0216johnsoneric_pokemon-scraper-v-000,1402938946,learn-co-students_pokemon-scraper-v-000,3051,34314,16125
,10334,54086,1599593253,0216johnsoneric_ruby-objects-has-many-through-lab-v-000,1446050545,learn-co-students_ruby-objects-has-many-through-lab-v-000,3850,48167,1854
4938,1898,38237,1599473289,02307_laradock,1440156510,LaraDock_laradock,2882,13107,25859
2014,378,149743,1599918330,03050903_Torque3D,1348000436,GarageGames_Torque3D,1727,16602,234926
2221,1209,273844,1600284002,03050903_Urho3D,940528928,urho3d_Urho3D,1817,191718,127686
1817,449,55255,1599906288,03050903_jmonkeyengine,1300107332,jMonkeyEngine_jmonkeyengine,937,11665,24051
1432,413,35389,1599209272,0577215664_PeerTube,1433864500,Chocobozzz_PeerTube,503,8349,5808
1112,766,80947,1599913939,0577215664_Stockfish,1167250692,mcostalba_Stockfish,1584,71735,4370
5950,446,12559,1599810179,06094051_fluentd,1308436595,fluent_fluentd,997,9441,1054
3851,189,22255,1599436003,06094051_sequelpro,1207308400,sequelpro_sequelpro,579,6318,10393
9654,1122,179543,1599184697,06peng_Telegram,1382714340,DrKLO_Telegram,6278,13239,133601
774,335,12328,1598908348,091karan_susi_android,1441558371,fossasia_susi_android,946,5086,4155
1856,720,911959,1599687198,0NitinChauhan_aws-sdk-java,1269302753,aws_aws-sdk-java,2354,6280,123249
6781,325,22157,1592401881,0b10011_travis-ci,1276185020,travis-ci_travis-ci,887,13383,5176
1582,308,29724,1598916075,0buffer_webpagetest,1296240702,WPO-Foundation_webpagetest,623,7465,70596
9211,5385,217108,1600176162,0decimal0_salt,1298233112,saltstack_salt,5468,264127,19665
481,392,74459,1599794625,0dvictor_omr,1457033657,eclipse_omr,324,19066,6155
998,7345,50069,1599520960,0elo_curriculum,1361131180,TheOdinProject_curriculum,4721,59898,6252
,416,33112,1599263093,0i_polaris-react,1466194037,Shopify_polaris-react,391,12484,7521
407,317,52518,1599657033,0lder_engine,1399867828,cocos-creator_engine,596,22785,6781
4,193,9555,1598885354,0lvin-cfy-ci_docs.getcloudify.org,1435056322,cloudify-cosmo_docs.getcloudify.org,95,6920,3407
302,286,20440,1598617774,0mp_pkg,1283881963,freebsd_pkg,219,12641,1840
9,303,67098,1551698479,0nat_motech,1297728086,motech_motech,100,17638,21158
178,109,53613,1599573585,0rac1e_cgrates,1327399561,cgrates_cgrates,138,14416,4328
,944,17927,1598806162,0rac1e_nginx-proxy,1399309163,nginx-proxy_nginx-proxy,2213,5155,17052
,952,129698,1599783016,0ss0_gnuradio,1154580711,,1355,30140,48321
701,132,11331,1599074391,0x1bitcrack3r_Scout2,1386357079,nccgroup_Scout2,350,6025,2461
212,94,33950,1599012623,0x414A_irods,1326383757,irods_irods,98,14325,6668
